"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/28/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"03/29/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"03/30/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"03/31/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/01/2023","AQS","040133002","1","0.8","ppm","9","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/02/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/03/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/04/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/05/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/06/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/07/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/08/2023","AQS","040133002","1","0.8","ppm","9","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/09/2023","AQS","040133002","1","1.1","ppm","13","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/10/2023","AQS","040133002","1","0.9","ppm","10","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/11/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/12/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/13/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/14/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/15/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/16/2023","AQS","040133002","1","1","ppm","11","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/17/2023","AQS","040133002","1","0.8","ppm","9","CENTRAL PHOENIX","18","75.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/18/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/19/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/20/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/21/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/22/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/23/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/24/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/25/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/26/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/27/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/28/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/29/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"04/30/2023","AQS","040133002","1","1.1","ppm","13","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/01/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/02/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","15","63.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/03/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/04/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","18","75.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/05/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/06/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/07/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/08/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/09/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/10/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/11/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/12/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/13/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/14/2023","AQS","040133002","1","0.8","ppm","9","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/15/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/16/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","18","75.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/17/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/18/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/19/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/20/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/21/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/22/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/23/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/24/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/25/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/26/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/27/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/28/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/29/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/30/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"05/31/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/01/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/02/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/03/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/04/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/05/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/06/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/07/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/08/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/09/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/10/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/11/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/12/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/13/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/14/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/15/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/16/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/17/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/18/2023","AQS","040133002","1","0.7","ppm","8","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/19/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/20/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/21/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/22/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/23/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/24/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/25/2023","AQS","040133002","1","0.8","ppm","9","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/26/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/27/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/28/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/29/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"06/30/2023","AQS","040133002","1","0.6","ppm","7","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/01/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/02/2023","AQS","040133002","1","0.4","ppm","5","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/03/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/04/2023","AQS","040133002","1","0.1","ppm","1","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/05/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/06/2023","AQS","040133002","1","0.5","ppm","6","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/07/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/08/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/09/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/10/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/11/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/12/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/13/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/14/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/15/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/16/2023","AQS","040133002","1","0.1","ppm","1","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/17/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/18/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/19/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/20/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/21/2023","AQS","040133002","1","0.3","ppm","3","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/22/2023","AQS","040133002","1","0.2","ppm","2","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
"07/23/2023","AQS","040133002","1","0.1","ppm","1","CENTRAL PHOENIX","24","100.0000","42101","Carbon monoxide","093","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4579700008683","-112.04659"
